Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,total_sales,aver_sales
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,0,0
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,0,0
Checkers,2600,1980,Misc,Atari,0.22,0.01,0.0,0.0,0.24,0,0
Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0,0.24,0,0
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24,0,0
Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.02,0.24,0,0
Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,0,0
4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,0,0
XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24,0,0
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,0,0
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24,0,0
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,0,0
Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24,0,0
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24,0,0
Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24,0,0
Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,0,0
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,0,0
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24,0,0
My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,0,0
Wild 9,PS,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24,0,0
Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,0,0
Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,0,0
Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0.0,0.0,0.02,0.24,0,0
Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,0,0
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,0,0
Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0.0,0.02,0.24,0,0
Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24,0,0
PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24,0,0
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24,0,0
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,0,0
Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24,0,0
Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0.0,0.02,0.24,0,0
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0.0,0.05,0.24,0,0
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24,0,0
Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0.0,0.21,0.0,0.02,0.24,0,0
Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24,0,0
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,0,0
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,0,0
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,0,0
Polly Pocket: Super Splash Island,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24,0,0
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,0,0
Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,0,0
Rampage,2600,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24,0,0
Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,0,0
Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24,0,0
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,0,0
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,0,0
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.24,0,0
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0.0,0.0,0.01,0.24,0,0
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24,0,0
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,0,0
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,0,0
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24,0,0
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,0,0
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,0,0
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.23,0,0
New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.23,0,0
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,0,0
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23,0,0
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,0,0
Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.23,0,0
Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,0,0
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,0,0
Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,0,0
The Smurfs 2,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23,0,0
Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.23,0,0
Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23,0,0
Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,0,0
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,0,0
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,0,0
LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0.0,0.05,0.23,0,0
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,0,0
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,0,0
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23,0,0
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23,0,0
Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,0,0
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,0,0
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23,0,0
Kung Fu Panda 2,DS,2011,Action,THQ,0.16,0.05,0.0,0.02,0.23,0,0
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,0,0
Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,0,0
Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23,0,0
Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23,0,0
Me & My Katamari,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23,0,0
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,0,0
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,0,0
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,0,0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.23,0,0
World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,0,0
SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23,0,0
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,0,0
Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,0,0
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,0,0
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,0,0
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,0,0
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,0,0
Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,0,0
Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,0,0
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,0,0
Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23,0,0
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,0,0
Monster Hunter G,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,0,0
All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,0,0
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,0,0
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,0,0
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,0,0
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,0,0
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.23,0,0
Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,0,0
Worms: Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,0,0
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,0,0
Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,0,0
Imagine: Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23,0,0
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,0,0
Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,0,0
NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.16,0.05,0.0,0.02,0.23,0,0
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,0,0
Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,0,0
Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,0,0
Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23,0,0
Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,0,0
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23,0,0
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23,0,0
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,0,0
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,0,0
What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,0,0
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,0,0
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,0,0
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23,0,0
Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,0,0
FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,0,0
Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,0,0
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23,0,0
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23,0,0
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,0,0
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,0,0
I Love Horses,DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,0,0
Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,0,0
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.02,0.23,0,0
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,0,0
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,0,0
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,0,0
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,0,0
Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,0,0
Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,0,0
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0.0,0.22,0.0,0.01,0.23,0,0
Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,0,0
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23,0,0
Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23,0,0
Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,0,0
Mega Man & Bass,GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,0,0
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,0,0
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,0,0
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,0,0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,0,0
Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23,0,0
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02,0.23,0,0
AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.23,0,0
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,0,0
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0.0,0.0,0.23,0.0,0.23,0,0
Musou Orochi Z,PS3,2009,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,0,0
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23,0,0
WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,0,0
Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23,0,0
Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,0,0
Wipeout 2,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23,0,0
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,0,0
Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,0,0
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23,0,0
Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0.0,0.0,0.23,0.0,0.23,0,0
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,0,0
The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,0,0
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,0,0
Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,0,0
Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,0,0
Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,0,0
Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,0,0
Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,0,0
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,0,0
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,0,0
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,0,0
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,0,0
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,0,0
Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0.0,0.03,0.23,0,0
Super R-Type,SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,0,0
Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,0,0
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,0,0
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,0,0
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,0,0
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,0,0
MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,0,0
TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,0,0
The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,0,0
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,0,0
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,0,0
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,0,0
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,0,0
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,0,0
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,0,0
Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,0,0
NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,0,0
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23,0,0
NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.23,0,0
The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,0,0
Dinosaur King,DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.23,0,0
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,0,0
All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0.0,0.02,0.23,0,0
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,0,0
Tetris Attack,GB,1996,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,0,0
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.23,0,0
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,0,0
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,0,0
Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,0,0
Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,0,0
Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,0,0
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23,0,0
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0,0
Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,0,0
Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23,0,0
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,0,0
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,0,0
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,0,0
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,0,0
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,0,0
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22,0,0
Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,0,0
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,0,0
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,0,0
EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0.0,0.0,0.22,0,0
Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.12,0.09,0.0,0.02,0.22,0,0
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
